cid,dose,dose_min,dose_max,dose_unit,dose_conf,dose_unit_type,duration,duration_unit,frequency,frequency_unit,rate,rate_unit,volume,volume_unit,lifestage
7574,6.6 mg/kg/day,6.6,6.6,mg/kg,high,mass_mass,1,day,1,day,,,,,
7575,6.6 mg/kg/day,6.6,6.6,mg/kg,high,mass_mass,1,day,1,day,,,,,
7576,6.6 mg/kg/day,6.6,6.6,mg/kg,high,mass_mass,1,day,1,day,,,,,
57445,6.6 mg/kg/day,6.6,6.6,mg/kg,high,mass_mass,1,day,1,day,,,,,
17712,6.62 mg/kg/day,6.62,6.62,mg/kg,high,mass_mass,1,day,1,day,,,,,
59541,6.7 mg/kg/day,6.7,6.7,mg/kg,high,mass_mass,1,day,1,day,,,,,
17906,6.75 mg/kg/day,6.75,6.75,mg/kg,high,mass_mass,1,day,1,day,,,,,
13478,6.8 mg/kg/day,6.8,6.8,mg/kg,high,mass_mass,1,day,1,day,,,,,
15360,6.8 mg/kg/day,6.8,6.8,mg/kg,high,mass_mass,1,day,1,day,,,,,
17907,6.8 mg/kg/day,6.8,6.8,mg/kg,high,mass_mass,1,day,1,day,,,,,
17108,"6.8 mg/kg/day, 6 times a week/3W",6.8,6.8,mg/kg,high,mass_mass,,,1,day,,,,,
17109,"6.8 mg/kg/day, 6 times a week/6W",6.8,6.8,mg/kg,high,mass_mass,,,1,day,,,,,
17107,"6.8 mg/kg/day, 6 times a week/1W male",6.8,6.8,mg/kg,high,mass_mass,,,1,day,,,,,
41135,6.81 mg/kg/day,6.81,6.81,mg/kg,high,mass_mass,1,day,1,day,,,,,
41136,6.81-21.5 mg/kg/day,6.81,6.81,mg/kg,high,mass_mass,,,1,day,,,,,
38558,6.9 mg/kg/day,6.9,6.9,mg/kg,high,mass_mass,1,day,1,day,,,,,
42186,6.9 mg/kg/day,6.9,6.9,mg/kg,high,mass_mass,1,day,1,day,,,,,
45253,6.9 mg/kg/day,6.9,6.9,mg/kg,high,mass_mass,1,day,1,day,,,,,
45254,6.9-69.1mg/kg/day,6.9,6.9,mg/kg,high,mass_mass,,,1,day,,,,,
9768,5-7.5 mg/kg/day,5,7,mg/kg,high,mass_mass,,,1,day,,,,,
32169,5-7.5 mg/kg/day,5,7,mg/kg,high,mass_mass,,,1,day,,,,,
35175,6-7 mg/kg/day,6,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
35176,6-7 mg/kg/day,6,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
35179,7 (base) mg/kg/day,7,7,mg/kg,low,mass_mass,,,1,day,,,,,
35180,7 (base) mg/kg/day,7,7,mg/kg,low,mass_mass,,,1,day,,,,,
35181,7 (base) mg/kg/day,7,7,mg/kg,low,mass_mass,,,1,day,,,,,
3668,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
4689,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
6438,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
10895,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
13297,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
19289,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
25986,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
27571,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
31383,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
31572,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
35182,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
37615,7.0 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
40550,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
40883,7.0 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
42467,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
42918,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
44448,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
44449,7.0 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
44542,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
44543,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
49115,7 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
55406,>7 mg/kg/day,7,7,mg/kg,high,mass_mass,,,1,day,,,,,
55850,7.0 mg/kg/day,7,7,mg/kg,high,mass_mass,1,day,1,day,,,,,
25409,7 mg/kg/day/multigeneration,7,7,mg/kg,high,mass_mass,,,1,day,,,,,
35183,7 mg/kg/once daily,7,7,mg/kg,high,mass_mass,,,1,day,,,,,
15443,7.1 mg/kg/day,7.1,7.1,mg/kg,high,mass_mass,1,day,1,day,,,,,
51899,7.1 mg/kg/day,7.1,7.1,mg/kg,high,mass_mass,1,day,1,day,,,,,
17715,7.14 mg/kg/day,7.14,7.14,mg/kg,high,mass_mass,1,day,1,day,,,,,
5977,7.2 mg/kg/day,7.2,7.2,mg/kg,high,mass_mass,1,day,1,day,,,,,
20531,7.2 mg/kg/day,7.2,7.2,mg/kg,high,mass_mass,1,day,1,day,,,,,
28699,7.3-23 mg/kg/day,7.3,7.3,mg/kg,high,mass_mass,,,1,day,,,,,
28698,"7.3-22.4 mg/kg loading, 1.2-23 mg/kg/day maintenance",7.3,7.3,mg/kg,high,mass_mass,,,1,day,,,,,
27757,7.4 mg/kg/day,7.4,7.4,mg/kg,high,mass_mass,1,day,1,day,,,,,
35184,7.4 mg/kg/day,7.4,7.4,mg/kg,high,mass_mass,1,day,1,day,,,,,
35185,7.5 (base) mg/kg/day,7.5,7.5,mg/kg,low,mass_mass,,,1,day,,,,,
763,7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
1722,7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
1729,>7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,,,1,day,,,,,
3275,7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
4653,7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
5609,7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
5610,7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
5978,7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
7727,7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
7728,7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
9509,7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
10897,7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
11015,> 7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,,,1,day,,,,,
11016,> 7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,,,1,day,,,,,
20105,7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
27759,7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
27760,7.5-12mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,,,1,day,,,,,
31573,7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
37484,7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
37684,>7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,,,1,day,,,,,
48618,7.5-12.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,,,1,day,,,,,
55971,7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
55974,7.5-10 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,,,1,day,,,,,
55978,7.5-15 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,,,1,day,,,,,
58749,7.5 mg/kg/day,7.5,7.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
5801,"7.5 mg/kg/day, in drinking water",7.5,7.5,mg/kg,high,mass_mass,,,1,day,,,,,
40298,"7.5 mg/kg/day, then 15 mg/kg",7.5,7.5,mg/kg,high,mass_mass,,,1,day,,,,,
14221,"7.5 mg/kg/day, 1W",7.5,7.5,mg/kg,high,mass_mass,,,1,day,,,,,
50666,7.5 mg/kg/day/6-15D preg,7.5,7.5,mg/kg,high,mass_mass,,,1,day,,,,,
50667,7.5 mg/kg/day/6-15D preg,7.5,7.5,mg/kg,high,mass_mass,,,1,day,,,,,
57451,7.5 mg/kg/day/3M,7.5,7.5,mg/kg,high,mass_mass,,,1,day,,,,,
7729,7.5 mg/kg/day in two divided doses every 12 hours,7.5,7.5,mg/kg,high,mass_mass,,,1,day,,,,,
43703,7.5 mg/kg/once daily,7.5,7.5,mg/kg,high,mass_mass,,,1,day,,,,,
40306,Up to 7.5 mg/kg/day,7.5,7.5,mg/kg,low,mass_mass,,,1,day,,,,,
49199,7.6 mg/kg/day,7.6,7.6,mg/kg,high,mass_mass,1,day,1,day,,,,,
60464,7.6 mg/kg/day,7.6,7.6,mg/kg,high,mass_mass,1,day,1,day,,,,,
42187,7.61 mg/kg/day,7.61,7.61,mg/kg,high,mass_mass,1,day,1,day,,,,,
33713,7.8 mg/kg/day,7.8,7.8,mg/kg,high,mass_mass,1,day,1,day,,,,,
27227,7.83 mg/kg/day/8-15D preg,7.83,7.83,mg/kg,high,mass_mass,,,1,day,,,,,
46680,7.97 mg/kg/day,7.97,7.97,mg/kg,high,mass_mass,1,day,1,day,,,,,
42188,7.99 mg/kg/day,7.99,7.99,mg/kg,high,mass_mass,1,day,1,day,,,,,
4792,1-8 mg/kg/day,1,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
12242,2-8 mg/kg/day,2,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
22289,2-8 mg/kg/day,2,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
36906,2-8 mg/kg/day,2,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
7720,4-8 mg/kg/day,4,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
7724,5-8 mg/kg/day,5,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
7725,5-8 mg/kg/day in two divided doses every 12 hours,5,8,mg/kg,high,mass_mass,,,1,day,,,,,
3480,6-8 mg/kg/day,6,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
46574,6-8.5 mg/kg/day,6,8,mg/kg,high,mass_mass,,,1,day,,,,,
12508,7-8 mg/kg/day,7,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
12509,7-8 mg/kg/day,7,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
5616,8 mg//kg/day,8,8,mg/kg,low,mass_mass,,,1,day,,,,,
75,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
1371,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
1513,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
1514,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
1517,>8 mg/kg/day,8,8,mg/kg,high,mass_mass,,,1,day,,,,,
3712,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
3936,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
3940,>8 mg/kg/day,8,8,mg/kg,high,mass_mass,,,1,day,,,,,
4692,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
5617,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
5618,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
5619,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
6439,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
7731,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
7732,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
9643,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
9837,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
15207,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
15243,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
20532,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
20533,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
22294,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
23807,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
29413,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
29878,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
41230,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
44824,8mg/kg/day,8,8,mg/kg,high,mass_mass,,,1,day,,,,,
44831,> 8 mg/kg/day,8,8,mg/kg,high,mass_mass,,,1,day,,,,,
47011,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
47012,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
49127,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
49752,8.0 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
52354,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
52355,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
52356,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
52367,> 8 mg/kg/day,8,8,mg/kg,high,mass_mass,,,1,day,,,,,
52372,>8 mg/kg/day,8,8,mg/kg,high,mass_mass,,,1,day,,,,,
55670,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
57206,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
15134,"8 mg/kg/day, 3D",8,8,mg/kg,high,mass_mass,,,1,day,,,,,
49452,"8 mg/kg/day, 2D, twice-daily",8,8,mg/kg,high,mass_mass,,,1,day,,,,,
19301,"8.0 mg/kg/day, from GD 12",8,8,mg/kg,high,mass_mass,,,1,day,,,,,
27765,"8 mg/kg/day, 1 m",8,8,mg/kg,high,mass_mass,,,1,day,,,,,
3937,8 mg/kg/day/5D a week,8,8,mg/kg,high,mass_mass,,,1,day,,,,,
19027,8 mg/kg/day/12W,8,8,mg/kg,high,mass_mass,,,1,day,,,,,
19028,8 mg/kg/day/5W,8,8,mg/kg,high,mass_mass,,,1,day,,,,,
58024,"8 mg/kg/day loading dose, 6 mg/kg/once every 3 weeks",8,8,mg/kg,high,mass_mass,,,1,day,,,,,
58025,"8 mg/kg/day loading dose, 6 mg/kg/once every 3 weeks",8,8,mg/kg,high,mass_mass,,,1,day,,,,,
56202,8 mg/kg/day-300 mg/day,8,8,mg/kg,high,mass_mass,,,1,day,,,,,
56203,"8 mg/kg/once daily, up to maximum 300 mg/once daily",8,8,mg/kg,high,mass_mass,,,1,day,,,,,
56201,8 mg/kg-300 mg/day,8,8,mg/kg,high,mass_mass,,,1,day,,,,,
56200,8 mg/kg or 150-300 mg/day,8,8,mg/kg,high,mass_mass,,,1,day,,,,,
44820,8 or 10 mg/kg/day,8,8,mg/kg,low,mass_mass,,,1,day,,,,,
3327,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
19026,8 mg/kg/day,8,8,mg/kg,high,mass_mass,1,day,1,day,,,,,
8565,8.1 mg/kg/day,8.1,8.1,mg/kg,high,mass_mass,1,day,1,day,,,,,
20912,8.1 mg/kg/day,8.1,8.1,mg/kg,high,mass_mass,1,day,1,day,,,,,
28520,8.1 mg/kg/day,8.1,8.1,mg/kg,high,mass_mass,1,day,1,day,,,,,
40886,8.2 mg/kg/day,8.2,8.2,mg/kg,high,mass_mass,1,day,1,day,,,,,
25855,>8.25 mg/kg/day,8.25,8.25,mg/kg,high,mass_mass,,,1,day,,,,,
41140,8.25 mg/kg/day,8.25,8.25,mg/kg,high,mass_mass,1,day,1,day,,,,,
17916,8.3-12.5 mg/kg/day,8.3,8.3,mg/kg,high,mass_mass,,,1,day,,,,,
31868,8.3 mg/kg/day,8.3,8.3,mg/kg,high,mass_mass,1,day,1,day,,,,,
56116,8.3 mg/kg/day,8.3,8.3,mg/kg,high,mass_mass,1,day,1,day,,,,,
6028,> 8.4 mg/kg/day,8.4,8.4,mg/kg,high,mass_mass,,,1,day,,,,,
13301,8.4-10 mg/kg/day,8.4,8.4,mg/kg,high,mass_mass,,,1,day,,,,,
32734,8.46 mg/kg/day,8.46,8.46,mg/kg,high,mass_mass,1,day,1,day,,,,,
1515,8.5 mg/kg/day,8.5,8.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
13302,8.5 mg/kg/day,8.5,8.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
40805,8.5 mg/kg/day,8.5,8.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
46271,8.5 mg/kg/day,8.5,8.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
46272,8.5 mg/kg/day,8.5,8.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
52748,8.5 mg/kg/day,8.5,8.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
56282,8.6 mg/kg/day,8.6,8.6,mg/kg,high,mass_mass,1,day,1,day,,,,,
56311,8.6 mg/kg/day,8.6,8.6,mg/kg,high,mass_mass,1,day,1,day,,,,,
50943,8.7 mg/kg/day,8.7,8.7,mg/kg,high,mass_mass,1,day,1,day,,,,,
26786,8.722 mg/kg/day,8.722,8.722,mg/kg,high,mass_mass,1,day,1,day,,,,,
60896,8.75 mg/kg/day,8.75,8.75,mg/kg,high,mass_mass,1,day,1,day,,,,,
60897,8.75 mg/kg/day,8.75,8.75,mg/kg,high,mass_mass,1,day,1,day,,,,,
31794,8.85 mg/kg/day,8.85,8.85,mg/kg,high,mass_mass,1,day,1,day,,,,,
58181,8.9 mg/kg/day,8.9,8.9,mg/kg,high,mass_mass,1,day,1,day,,,,,
11025,1-9 mg/kg/day,1,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
53380,1-9mg/kg/day,1,9,mg/kg,high,mass_mass,,,1,day,,,,,
57654,1-9 mg/kg/once daily,1,9,mg/kg,high,mass_mass,,,1,day,,,,,
57696,5-9 mg/kg/day,5,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
57697,5-9 mg/kg/once daily,5,9,mg/kg,high,mass_mass,,,1,day,,,,,
59206,6-9 mg/kg/day,6,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
13300,8-9.7 mg/kg/day,8,9,mg/kg,high,mass_mass,,,1,day,,,,,
2808,9 mg/kg/day,9,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
4035,9 mg/kg/day,9,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
4418,9 mg/kg/day,9,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
4693,9 mg/kg/day,9,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
6676,9 mg/kg/day,9,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
13098,9 mg/kg/day,9,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
23219,9 mg/kg/day,9,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
26578,9 mg/kg/day,9,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
26754,9 mg/kg/day,9,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
29415,9 mg/kg/day,9,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
32628,9 mg/kg/day,9,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
35727,9 mg/kg/day,9,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
35728,9 mg/kg/day,9,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
49453,"9 mg/kg/day, 2D, twice-daily on day 1 (9 mg/kg/day) and once on day 2 (4 mg/kg/day)",9,9,mg/kg,high,mass_mass,,,1,day,,,,,
52424,"9 mg/kg/day, free base",9,9,mg/kg,high,mass_mass,,,1,day,,,,,
52425,"9 mg/kg/day, free base",9,9,mg/kg,high,mass_mass,,,1,day,,,,,
53451,"9 mg/kg/day, 3W",9,9,mg/kg,high,mass_mass,,,1,day,,,,,
53452,"9 mg/kg/day, 4W",9,9,mg/kg,high,mass_mass,,,1,day,,,,,
12142,9 mg/kg/day/5D/every 16D,9,9,mg/kg,high,mass_mass,,,1,day,,,,,
27183,9 mg/kg/day/4W,9,9,mg/kg,high,mass_mass,,,1,day,,,,,
30284,9 mg/kg/day/5W,9,9,mg/kg,high,mass_mass,,,1,day,,,,,
43092,9 mg/kg/once daily,9,9,mg/kg,high,mass_mass,,,1,day,,,,,
43093,9 mg/kg/once daily,9,9,mg/kg,high,mass_mass,,,1,day,,,,,
56312,9 mq/kg/day,9,9,mg/kg,low,mass_mass,,,1,day,,,,,
37649,9 mg/kg/day,9,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
37650,9 mg/kg/day,9,9,mg/kg,high,mass_mass,1,day,1,day,,,,,
26579,9 mg/kg/day,9,9,mg/kg,high,mass_mass,2,day,1,day,,,,,
22095,"9 mg/kg/day, twice with an interval of 21H",9,9,mg/kg,high,mass_mass,,,1,day,,,,,
13482,>9.1 mg/kg/day,9.1,9.1,mg/kg,high,mass_mass,,,1,day,,,,,
35191,9.3 (base) mg/kg/day,9.3,9.3,mg/kg,low,mass_mass,,,1,day,,,,,
50944,9.3 mg/kg/day,9.3,9.3,mg/kg,high,mass_mass,1,day,1,day,,,,,
35194,9.3 mg/kg/once daily,9.3,9.3,mg/kg,high,mass_mass,,,1,day,,,,,
11364,9.312.98 mg/kg/day,9.312,9.312,mg/kg,high,mass_mass,,,1,day,,,,,
45427,9.33 mg/kg/day,9.33,9.33,mg/kg,high,mass_mass,1,day,1,day,,,,,
30285,9.3825 mg/kg/day,9.3825,9.3825,mg/kg,high,mass_mass,1,day,1,day,,,,,
52072,9.4 mg/kg/day,9.4,9.4,mg/kg,high,mass_mass,1,day,1,day,,,,,
52073,9.4 mg/kg/day,9.4,9.4,mg/kg,high,mass_mass,1,day,1,day,,,,,
49202,9.49 mg/kg/day,9.49,9.49,mg/kg,high,mass_mass,1,day,1,day,,,,,
52074,9.5 mg/kg/day,9.5,9.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
54432,"9.5 mg/kg/day, in food",9.5,9.5,mg/kg,high,mass_mass,,,1,day,,,,,
25989,9.6 mg/kg/day,9.6,9.6,mg/kg,high,mass_mass,1,day,1,day,,,,,
9838,9.8-44 mg/kg/day,9.8,9.8,mg/kg,high,mass_mass,,,1,day,,,,,
42191,9.8 mg/kg/day,9.8,9.8,mg/kg,high,mass_mass,1,day,1,day,,,,,
9839,9.9 mg/kg/day,9.9,9.9,mg/kg,high,mass_mass,1,day,1,day,,,,,
42854,9.9 mg/kg/day,9.9,9.9,mg/kg,high,mass_mass,1,day,1,day,,,,,
52620,9.9 mg/kg/day,9.9,9.9,mg/kg,high,mass_mass,1,day,1,day,,,,,
57457,9.9 mg/kg/day,9.9,9.9,mg/kg,high,mass_mass,1,day,1,day,,,,,
16552,1-10 mg/kg/day,1,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
35008,1-10 mg/kg/day,1,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
41104,1-10 mg/kg/day,1,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
41105,1-10 mg/kg/day,1,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
49461,1-10 mg/kg/day,1,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
59527,1-10 mg/kg/day,1,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
39042,2-10 mg/kg/day,2,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
58274,2-10 mg/kg/day,2,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
59191,2-10 mg/kg/day,2,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
5538,3-10 mg/kg/day,3,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
8225,3-10 mg/kg/day,3,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
35037,3-10 mg/kg/day,3,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
34186,"3-10 mg/kg/day, every 3 weeks for 4 doses",3,10,mg/kg,high,mass_mass,,,1,day,,,,,
17884,4-10 mg/kg/day,4,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
17885,4-10 mg/kg/day,4,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
5039,5-10 mg/kg/day,5,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
7037,5-10mg/kg/day,5,10,mg/kg,high,mass_mass,,,1,day,,,,,
17894,5-10 mg/kg/day,5,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
43730,5-10 mg/kg/day,5,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
46568,5-10 mg/kg/day,5,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
54245,5-10 mg/kg/day,5,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
17897,5-10 mg/kg/once daily,5,10,mg/kg,high,mass_mass,,,1,day,,,,,
17895,5-10 mg/kg/day,5,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
52743,6-10 mg/kg/day,6,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
59205,6-10 mg/kg/day,6,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
40763,7-10 mg/kg/once daily,7,10,mg/kg,high,mass_mass,,,1,day,,,,,
44821,8-10 mg/kg/day,8,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
59123,8-10 mg/kg/day,8,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
27387,10 mg/kg/day,10,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
52805,<10 mg/kg/day,10,10,mg/kg,low,mass_mass,,,1,day,,,,,
54281,≥10 mg/kg/day,10,10,mg/kg,low,mass_mass,,,1,day,,,,,
54282,≥10 mg/kg/day,10,10,mg/kg,low,mass_mass,,,1,day,,,,,
5432,10 mg//kg/day,10,10,mg/kg,low,mass_mass,,,1,day,,,,,
22981,10 mg/kd/day/6M,10,10,mg/kg,low,mass_mass,,,1,day,,,,,
53964,"10 mg/kg, 120 min/day, 26W",10,10,mg/kg,high,mass_mass,,,1,day,,,,,
21671,"10 mg/kg, twice/day, 4 doses",10,10,mg/kg,high,mass_mass,,,1,day,,,,,
258,10 mg/kg/day,10,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
259,10 mg/kg/day,10,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
260,10 mg/kg/day,10,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
261,10 mg/kg/day,10,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
547,10 mg/kg/day,10,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
1021,10 mg/kg/day,10,10,mg/kg,high,mass_mass,1,day,1,day,,,,,
